book_id,genres
389,fantasy|fiction|epic_fantasy
390,classics|fiction|horror
391,childrens|classics|fantasy
392,humor|childrens|fiction
393,young_adult|romance|magic
394,young_adult|vampires|fantasy
395,classics|fiction|literature
396,historical_fiction|fiction|historical
397,fiction|historical_fiction|classics
398,non_fiction|history|science
399,fantasy|young_adult|fiction
400,fiction|science_fiction|classics
401,classics|fiction|literature
402,classics|fiction|horror
403,non_fiction|philosophy|business
404,fiction|mystery|thriller
405,classics|science_fiction|humor
406,science|classics|business
407,fiction|contemporary|contemporary_fiction
408,history|non_fiction|science
409,fiction|historical_fiction|chick_lit
410,fiction|classics|historical_fiction
411,chick_lit|romance|fiction
412,non_fiction|psychology|religion
413,classics|fiction|historical_fiction
414,historical_fiction|fiction|adult_fiction
415,young_adult|fantasy|paranormal
416,childrens|fantasy|fiction
417,fiction|mystery|historical_fiction
418,young_adult|paranormal|vampires
419,young_adult|vampires|fantasy
420,romance|fiction|chick_lit
421,historical_fiction|fiction|historical
422,fiction|fantasy|young_adult
423,young_adult|romance|dystopian
424,fiction|historical_fiction|mystery
425,fiction|young_adult|non_fiction
426,fiction|humor|literature
427,classics|plays|fiction
428,fantasy|young_adult|mythology
429,fantasy|fiction|humor
430,fiction|fantasy|contemporary
431,horror|fiction|thriller
432,science_fiction|fiction|classics
433,romance|paranormal|vampires
434,young_adult|fantasy|paranormal
435,young_adult|contemporary|romance
436,fiction|contemporary|historical_fiction
437,historical_fiction|fiction|adult_fiction
438,fiction|chick_lit|contemporary
439,science|non_fiction|history
440,historical_fiction|fiction|historical
441,horror|fiction|science_fiction
442,science_fiction|fiction|science_fiction_fantasy
443,young_adult|romance|contemporary
444,childrens|fiction|classics
445,fiction|mystery|thriller
446,classics|mystery|fiction
447,fantasy|young_adult|fiction
448,non_fiction|religion|philosophy
449,young_adult|romance|supernatural
450,fantasy|urban_fantasy|mystery
451,classics|fiction|romance
452,young_adult|science_fiction|dystopian
453,historical_fiction|fiction|historical
454,picture_books|childrens|fiction
455,chick_lit|fiction|romance
456,plays|classics|drama
457,fiction|historical_fiction|fantasy
458,fiction|science_fiction|dystopian
459,fiction|contemporary|humor
460,fantasy|young_adult|romance
461,literature|fiction|adult_fiction
462,non_fiction|philosophy|history
463,historical_fiction|romance|fantasy
464,religion|classics|non_fiction
465,chick_lit|fiction|romance
466,fantasy|classics|fiction
467,fiction|contemporary_fiction|literature
468,classics|fiction|historical_fiction
469,young_adult|fiction|magic
470,non_fiction|biography|memoir
471,fiction|romance|classics
472,non_fiction|psychology|philosophy
473,mystery|fiction|crime
474,non_fiction|religion|science
475,young_adult|romance|contemporary
476,fiction|classics|literature
477,thriller|mystery|fiction
478,classics|fiction|adventure
479,classics|philosophy|history
480,fantasy|young_adult|fiction
481,fantasy|fiction|epic_fantasy
482,historical_fiction|fiction|historical
483,fiction|classics|short_stories
484,fiction|contemporary|humor
485,classics|literature|philosophy
486,young_adult|dystopian|fantasy
487,science_fiction|thriller|fiction
488,horror|fiction|fantasy
489,poetry|philosophy|classics
490,graphic_novels|comics|history
491,young_adult|vampires|fantasy
492,science_fiction|fiction|science
493,religion|non_fiction|classics
494,fiction|mystery|contemporary
495,fiction|memoir|non_fiction
496,historical_fiction|fiction|romance
497,classics|fiction|childrens
498,classics|fiction|historical_fiction
499,fiction|horror|classics
500,young_adult|romance|chick_lit
501,mystery|fiction|crime
502,graphic_novels|comics|fiction
503,science_fiction|fiction|classics
504,religion|fiction|classics
505,fantasy|fiction|thriller
506,young_adult|romance|dystopian
507,young_adult|fiction|dystopian
508,non_fiction|memoir|biography
509,chick_lit|romance|fiction
510,fantasy|fiction|epic_fantasy
511,mystery|crime|fiction
512,classics|poetry|horror
513,non_fiction|biography|history
514,classics|mystery|fiction
515,contemporary|classics|romance
516,fiction|historical_fiction|literature
517,romance|young_adult|contemporary
518,classics|fantasy|fiction
519,young_adult|dystopian|science_fiction
520,fiction|fantasy|literature
521,mystery|fiction|crime
522,science_fiction|fiction|historical_fiction
523,non_fiction|literature|fiction
524,non_fiction|humor|biography
525,science_fiction|fantasy|young_adult
526,fiction|mystery|crime
527,fantasy|vampires|paranormal
528,fantasy|fiction|epic_fantasy
529,classics|fiction|fantasy
530,classics|plays|fiction
531,classics|poetry|fiction
532,graphic_novels|fiction|crime
533,fiction|historical_fiction|classics
534,humor|non_fiction|memoir
535,fantasy|young_adult|romance
536,fantasy|young_adult|dystopian
537,science|non_fiction|psychology
538,non_fiction|fiction|mystery
539,romance|new_adult|young_adult
540,classics|fiction|childrens
541,young_adult|romance|contemporary
542,fantasy|classics|fiction
543,young_adult|vampires|paranormal
544,classics|childrens|fiction
545,childrens|classics|fiction
546,philosophy|fiction|non_fiction
547,classics|science_fiction|fiction
548,young_adult|mystery|contemporary
549,picture_books|childrens|fiction
550,non_fiction|science|history
551,fiction|historical_fiction|literary_fiction
552,romance|fiction|chick_lit
553,fiction|horror|thriller
554,historical_fiction|romance|fantasy
555,classics|fiction|drama
556,horror|fiction|thriller
557,fiction|young_adult|contemporary_fiction
558,fantasy|vampires|paranormal
559,classics|fiction|literature
560,classics|fiction|literature
561,fantasy|fiction|childrens
562,fantasy|fiction|epic_fantasy
563,fantasy|vampires|paranormal
564,young_adult|contemporary|fiction
565,fantasy|fiction|epic_fantasy
566,fiction|chick_lit|contemporary
567,fiction|general_fiction|literary_fiction
568,graphic_novels|fiction|fantasy
569,young_adult|fantasy|science_fiction
570,fiction|humor|romance
571,romance|fiction|chick_lit
572,fiction|science_fiction|dystopian
573,non_fiction|psychology|romance
574,non_fiction|memoir|biography
575,fiction|science_fiction|thriller
576,fiction|philosophy|classics
577,fantasy|young_adult|classics
578,horror|thriller|supernatural
579,childrens|picture_books|fiction
580,non_fiction|history|classics
581,fantasy|young_adult|science_fiction
582,business|non_fiction|psychology
583,young_adult|paranormal|romance
584,fantasy|fiction|magic
585,graphic_novels|horror|fiction
586,fantasy|young_adult|historical
587,fiction|historical_fiction|contemporary
588,fiction|thriller|mystery
589,romance|new_adult|contemporary
590,classics|fiction|literature
591,young_adult|fiction|realistic_fiction
592,fiction|classics|fantasy
593,fiction|young_adult|classics
594,fiction|realistic_fiction|childrens
595,classics|young_adult|literature
596,fiction|thriller|mystery
597,classics|fiction|literature
598,fantasy|fiction|epic_fantasy
599,science_fiction|fiction|humor
600,young_adult|fantasy|paranormal
601,childrens|classics|picture_books
602,fantasy|fiction|classics
603,fantasy|fiction|epic_fantasy
604,memoir|psychology|fiction
605,humor|non_fiction|memoir
606,philosophy|fantasy|classics
607,fantasy|young_adult|paranormal
608,childrens|picture_books|fiction
609,horror|fiction|thriller
610,non_fiction|history|biography
611,fiction|classics|high_fantasy
612,fantasy|fiction|horror
613,fiction|historical_fiction|historical
614,classics|fiction|literature
615,young_adult|romance|contemporary
616,fiction|mystery|contemporary_fiction
617,non_fiction|memoir|biography
618,classics|mystery|fiction
619,psychology|non_fiction|science
620,fantasy|fiction|historical_fiction
621,young_adult|fiction|childrens
622,romance|fiction|chick_lit
623,fiction|thriller|mystery
624,vampires|fantasy|paranormal
625,fiction|contemporary|contemporary_fiction
626,picture_books|childrens|fiction
627,picture_books|childrens|humor
628,fiction|thriller|suspense
629,fiction|psychology|romance
630,non_fiction|business|memoir
631,fantasy|vampires|paranormal
632,young_adult|dystopian|romance
633,science_fiction|fiction|classics
634,contemporary_romance|humor|adult_fiction
635,contemporary_fiction|childrens|philosophy
636,fantasy|young_adult|vampires
637,science_fiction|fiction|classics
638,fiction|contemporary|short_stories
639,classics|childrens|fiction
640,science_fiction|thriller|horror
641,fiction|classics|young_adult
642,historical_fiction|fiction|historical
643,young_adult|vampires|fantasy
644,young_adult|contemporary_romance|chick_lit
645,young_adult|fantasy|romance
646,poetry|classics|short_stories
647,chick_lit|romance|fiction
648,fantasy|young_adult|fiction
649,fiction|fantasy|science_fiction
650,classics|fiction|historical_fiction
651,classics|fiction|horror
652,vampires|fantasy|paranormal
653,fiction|dystopian|science_fiction
654,fiction|contemporary|contemporary_fiction
655,young_adult|dystopian|romance
656,young_adult|romance|mystery
657,fiction|contemporary|literature
658,fiction|contemporary|contemporary_fiction
659,biography|memoir|history
660,fiction|science_fiction|thriller
661,picture_books|childrens|fiction
662,fiction|short_stories|contemporary
663,history|non_fiction|historical
664,classics|fiction|short_stories
665,horror|science_fiction|fiction
666,fantasy|fiction|urban_fantasy
667,young_adult|romance|contemporary
668,fiction|contemporary_fiction|young_adult
669,fiction|historical_fiction|classics
670,thriller|horror|fantasy
671,mystery|fiction|classics
672,mystery|classics|fiction
673,fiction|contemporary|literary_fiction
674,romance|fiction|chick_lit
675,horror|fiction|thriller
676,romance|adult_fiction|contemporary
677,non_fiction|adventure|science
678,fiction|contemporary|adult_fiction
679,childrens|picture_books|classics
680,non_fiction|business|classics
681,classics|historical_fiction|childrens
682,fantasy|fiction|historical_fiction
683,romance|fiction|chick_lit
684,fantasy|young_adult|mythology
685,young_adult|dystopian|science_fiction
686,romance|fiction|chick_lit
687,history|non_fiction|historical
688,non_fiction|religion|history
689,fiction|historical_fiction|romance
690,non_fiction|biography|memoir
691,non_fiction|memoir|biography
692,fiction|chick_lit|contemporary
693,science_fiction|fiction|thriller
694,chick_lit|fiction|romance
695,mystery|fiction|crime
696,horror|fantasy|vampires
697,fiction|contemporary_fiction|contemporary
698,fiction|contemporary|romance
699,classics|science_fiction|fiction
700,historical_fiction|historical|fiction
701,classics|fiction|literature
702,fiction|humor|contemporary
703,horror|fiction|thriller
704,fiction|historical_fiction|classics
705,horror|fiction|thriller
706,classics|fiction|adventure
707,young_adult|fiction|realistic_fiction
708,fiction|romance|contemporary
709,literary_fiction|adult_fiction|fiction
710,non_fiction|memoir|biography
711,young_adult|dystopian|science_fiction
712,historical_fiction|romance|fantasy
713,dystopian|young_adult|romance
714,classics|plays|drama
715,plays|classics|fiction
716,romance|fiction|chick_lit
717,non_fiction|young_adult|dystopian
718,fiction|literature|classics
719,non_fiction|philosophy|psychology
720,manga|fantasy|graphic_novels
721,humor|non_fiction|graphic_novels
722,fantasy|fiction|epic_fantasy
723,fiction|adventure|non_fiction
724,vampires|fantasy|paranormal
725,fantasy|fiction|horror
726,mystery|thriller|crime
727,fiction|historical_fiction|romance
728,picture_books|childrens|fiction
729,science_fiction|fiction|fantasy
730,classics|fiction|literature
731,horror|fiction|classics
732,young_adult|fantasy|vampires
733,fiction|historical_fiction|mystery
734,historical_fiction|fiction|classics
735,comics|graphic_novels|fiction
736,classics|fiction|literature
737,non_fiction|memoir|biography
738,fantasy|childrens|fiction
739,horror|fiction|short_stories
740,classics|childrens|historical_fiction
741,chick_lit|fiction|short_stories
742,dystopian|science_fiction|fantasy
743,humor|fiction|historical_fiction
744,non_fiction|religion|business
745,non_fiction|humor|memoir
746,fantasy|adventure|fiction
747,young_adult|magic|adventure
748,vampires|fantasy|paranormal
749,fiction|historical_fiction|contemporary
750,young_adult|paranormal|romance
751,science_fiction|fiction|humor
752,young_adult|romance|fantasy
753,graphic_novels|comics|fiction
754,fiction|memoir|non_fiction
755,fantasy|fiction|humor
756,young_adult|romance|paranormal
757,fiction|historical_fiction|classics
758,non_fiction|science|humor
759,young_adult|vampires|fantasy
760,science_fiction|fiction|young_adult
761,chick_lit|romance|fiction
762,history|non_fiction|historical_fiction
763,fiction|classics|historical_fiction
764,historical_fiction|historical|fiction
765,biography|history|non_fiction
766,graphic_novels|comics|fantasy
767,non_fiction|history|biography
768,mystery|fiction|thriller
769,classics|mystery|fiction
770,classics|drama|fiction
771,history|non_fiction|biography
772,philosophy|classics|non_fiction
773,classics|plays|fiction
774,young_adult|fantasy|science_fiction
775,non_fiction|memoir|biography
776,non_fiction|history|graphic_novels
777,chick_lit|romance|fiction
778,classics|fiction|historical_fiction
779,fiction|historical_fiction|literature
780,comics|humor|graphic_novels
781,young_adult|dystopian|science_fiction
782,classics|fiction|literature
783,young_adult|fantasy|paranormal
784,fiction|contemporary|adult_fiction
785,fiction|thriller|suspense
786,childrens|humor|young_adult
787,humor|non_fiction|memoir
788,fiction|contemporary|classics
789,science_fiction|fiction|classics
790,non_fiction|philosophy|psychology
791,mystery|contemporary|chick_lit
792,classics|fantasy|fiction
793,fiction|childrens|young_adult
794,horror|fiction|thriller
795,fiction|contemporary|humor
796,new_adult|contemporary|contemporary_romance
797,non_fiction|religion|philosophy
798,childrens|picture_books|fiction
799,fiction|thriller|horror
800,non_fiction|biography|classics
801,fiction|humor|contemporary
802,fiction|historical_fiction|fantasy
803,manga|fantasy|graphic_novels
804,classics|plays|historical
805,vampires|young_adult|fantasy
806,fantasy|fiction|horror
807,fiction|science_fiction|dystopian
808,historical_fiction|young_adult|fiction
809,classics|fiction|science_fiction
810,manga|romance|graphic_novels
811,mystery|fiction|thriller
812,romance|contemporary|contemporary_romance
813,fiction|romance|contemporary
814,vampires|young_adult|fantasy
815,fiction|thriller|crime
816,historical_fiction|fiction|historical
817,fantasy|fiction|middle_grade
818,horror|fiction|science_fiction
819,classics|non_fiction|philosophy
820,fiction|historical_fiction|classics
821,romance|fiction|chick_lit
822,fiction|literary_fiction|contemporary_fiction
823,mystery|fiction|crime
824,drama|fiction|mythology
825,historical_fiction|fiction|historical
826,classics|fiction|childrens
827,realistic_fiction|young_adult|contemporary_romance
828,graphic_novels|non_fiction|comics
829,classics|fiction|romance
830,young_adult|contemporary|romance
831,young_adult|romance|contemporary
832,mystery|romance|crime
833,fiction|mystery|thriller
834,young_adult|vampires|fantasy
835,fantasy|comics|graphic_novels
836,contemporary|contemporary_fiction|adult_fiction
837,young_adult|contemporary|romance
838,science_fiction|fiction|fantasy
839,classics|plays|drama
840,historical_fiction|fiction|classics
841,paranormal|paranormal_romance|romance
842,fantasy|young_adult|romance
843,romance|erotica|fiction
844,picture_books|childrens|fiction
845,graphic_novels|young_adult|middle_grade
846,classics|fiction|literature
847,fiction|contemporary|contemporary_fiction
848,fiction|historical_fiction|historical
849,young_adult|humor|fiction
850,fiction|mystery|fantasy
851,fiction|horror|young_adult
852,non_fiction|memoir|biography
853,young_adult|fiction|childrens
854,humor|fiction|adult_fiction
855,classics|plays|drama
856,dystopian|fiction|middle_grade
857,mystery|young_adult|fiction
858,science_fiction|young_adult|fantasy
859,fantasy|fiction|epic_fantasy
860,fiction|contemporary_fiction|contemporary
861,romance|new_adult|contemporary
862,fantasy|fiction|epic_fantasy
863,picture_books|childrens|fiction
864,historical_fiction|romance|fantasy
865,horror|fiction|short_stories
866,horror|fiction|thriller
867,fiction|historical_fiction|romance
868,childrens|classics|fiction
869,fiction|young_adult|realistic_fiction
870,history|non_fiction|biography
871,vampires|fantasy|paranormal
872,fiction|classics|literature
873,fiction|young_adult|childrens
874,non_fiction|memoir|psychology
875,fantasy|young_adult|paranormal
876,childrens|picture_books|fiction
877,fantasy|classics|fiction
878,biography|non_fiction|psychology
879,fiction|classics|history
880,young_adult|paranormal|urban_fantasy
881,non_fiction|psychology|science
882,fiction|thriller|historical_fiction
883,fiction|historical_fiction|mystery
884,young_adult|fiction|fantasy
885,fiction|contemporary|contemporary_fiction
886,horror|fiction|science_fiction
887,classics|fiction|literature
888,picture_books|childrens|fiction
889,paranormal|romance|vampires
890,science_fiction|fiction|classics
891,fantasy|urban_fantasy|mystery
892,non_fiction|psychology|business
893,manga|graphic_novels|fiction
894,fantasy|fiction|humor
895,non_fiction|memoir|biography
896,fiction|contemporary|thriller
897,science_fiction|classics|science_fiction_fantasy
898,horror|fantasy|vampires
899,classics|fiction|historical_fiction
900,non_fiction|philosophy|psychology
901,historical_fiction|fiction|history
902,mystery|crime|fiction
903,fiction|philosophy|dystopian
904,romance|contemporary_romance|erotica
905,picture_books|childrens|fiction
906,fiction|romance|contemporary
907,romance|contemporary|contemporary_romance
908,fiction|contemporary|chick_lit
909,fantasy|mythology|young_adult
910,science_fiction|fiction|science_fiction_fantasy
911,fiction|thriller|suspense
912,mystery|fiction|humor
913,non_fiction|classics|history
914,science_fiction|fiction|war
915,horror|fiction|fantasy
